date,pagePath,exits
2019-04-03,/courses/edaid-apply/,7
2019-04-03,/events/other-events/,7
2019-04-04,/about-us/,7
2019-04-05,/about-us/our-team/,7
2019-04-06,/courses/r-programming/,7
2019-04-07,/blog/500-graduates-in-employment/,7
2019-04-08,/courses/professional-software-development/curriculum/,7
2019-04-08,/events/info-taster-session-events/,7
2019-04-09,/blog/hire-developers-online-tests/,7
2019-04-14,/blog/best-podcasts-coders-programmers/,7
2019-04-14,/courses/full-stack-web-development/,7
2019-04-15,/blog/7-celebrities-didnt-know-code/,7
2019-04-15,/courses/full-stack-web-development/,7
2019-04-16,/about-us/,7
2019-04-16,/courses/r-programming/,7
2019-04-17,/courses/,7
2019-04-18,/courses/,7
2019-04-18,/courses/full-stack-web-development/,7
2019-04-19,/data-analysis-announcement/,7
2019-04-20,/blog/best-podcasts-coders-programmers/,7
2019-04-21,/blog/best-podcasts-coders-programmers/,7
2019-04-22,/blog/best-podcasts-coders-programmers/,7
2019-04-22,/courses/ux-design-fundamentals/,7
2019-04-22,/events/info-taster-session-events/,7
2019-04-23,/courses/professional-software-development/curriculum/,7
2019-04-24,/blog/7-celebrities-didnt-know-code/,7
2019-04-25,/about-us/our-team/,7
2019-04-25,/blog/day-in-life-jia-coding/,7
2019-04-27,/blog/best-podcasts-coders-programmers/,7
2019-04-27,/courses/professional-software-development/cost-and-funding/,7
2019-04-27,/data-analysis-announcement/,7
2019-04-28,/courses/full-stack-web-development/,7
2019-04-29,/blog/7-celebrities-didnt-know-code/,7
2019-04-29,/courses/professional-software-development/cost-and-funding/,7
2019-04-30,/about-us/our-team/,7
2019-04-30,/blog/best-podcasts-coders-programmers/,7
2019-04-30,/courses/professional-software-development/apply/,7
2019-04-30,/events/info-taster-session-events/,7
2019-04-30,/events/inverness-events/,7
2019-05-01,/blog/best-podcasts-coders-programmers/,7
2019-05-02,/courses/professional-software-development/apply/,7
2019-05-02,/courses/professional-software-development/cost-and-funding/,7
2019-05-02,/courses/ux-design-fundamentals/,7
2019-05-03,/about-us/,7
2019-05-03,/blog/best-podcasts-coders-programmers/,7
2019-05-03,/courses/full-stack-web-development/,7
2019-05-04,/courses/,7
2019-05-04,/courses/professional-software-development/curriculum/,7
2019-05-05,/blog/best-podcasts-coders-programmers/,7
2019-05-05,/data-analysis-announcement/,7
2019-05-07,/about-us/our-team/,7
2019-05-07,/blog/7-celebrities-didnt-know-code/,7
2019-05-07,/blog/get-involved-with-codeclans-client-xperience-programme/,7
2019-05-07,/courses/understanding-programming/,7
2019-05-10,/blog/7-celebrities-didnt-know-code/,7
2019-05-10,/blog/hire-developers-online-tests/,7
2019-05-10,/courses/edinburgh/,7
2019-05-10,/courses/professional-software-development/curriculum/,7
2019-05-11,/courses/browse-all-course-dates/,7
2019-05-12,/admissions-track/,7
2019-05-12,/courses/,7
2019-05-12,/events/info-taster-session-events/,7
2019-05-12,/pre-course-work/,7
2019-05-13,/courses/professional-software-development/curriculum/,7
2019-05-13,/courses/understanding-programming/,7
2019-05-14,/admissions-track/,7
2019-05-14,/blog/best-podcasts-coders-programmers/,7
2019-05-14,/courses/browse-all-course-dates/,7
2019-05-14,/courses/professional-software-development/cost-and-funding/,7
2019-05-15,/courses/professional-software-development/cost-and-funding/,7
2019-05-15,/pre-course-work/,7
2019-05-17,/about-us/our-team/,7
2019-05-17,/blog/make-most-of-github/,7
2019-05-17,/courses/professional-software-development/curriculum/,7
2019-05-17,/digital-careers/,7
2019-05-17,/digital-careers/software-developer/,7
2019-05-18,/courses/,7
2019-05-18,/digital-careers/,7
2019-05-19,/data-analysis-announcement/,7
2019-05-20,/courses/browse-all-course-dates/,7
2019-05-20,/events/glasgow/,7
2019-05-21,/admissions-track/,7
2019-05-21,/blog/hire-developers-online-tests/,7
2019-05-21,/courses/glasgow/,7
2019-05-21,/courses/professional-software-development/cost-and-funding/,7
2019-05-22,/courses/browse-all-course-dates/,7
2019-05-22,/courses/edaid-apply/,7
2019-05-22,/courses/glasgow/,7
2019-05-23,/courses/edaid-apply/,7
2019-05-23,/courses/r-programming/,7
2019-05-24,/events/info-taster-session-events/,7
2019-05-25,/courses/full-stack-web-development/,7
2019-05-25,/courses/professional-software-development/cost-and-funding/,7
2019-05-25,/data-analysis-announcement/,7
2019-05-26,/courses/,7
2019-05-27,/blog/7-celebrities-didnt-know-code/,7
2019-05-27,/events/info-taster-session-events/,7
2019-05-28,/about-us/,7
2019-05-28,/courses/ux-design-fundamentals/,7
2019-05-28,/events/edinburgh/,7
2019-05-29,/events/info-taster-session-events/,7
2019-05-31,/about-us/our-team/,7
2019-06-03,/courses/edinburgh/,7
2019-06-03,/courses/professional-software-development/apply/,7
2019-06-04,/about-us/our-team/,7
2019-06-05,/about-us/,7
2019-06-05,/blog/7-celebrities-didnt-know-code/,7
2019-06-05,/courses/glasgow/,7
2019-06-07,/admissions-track/,7
2019-06-07,/blog/hire-developers-online-tests/,7
2019-06-07,/events/inverness-events/,7
2019-06-08,/about-us/,7
2019-06-08,/courses/,7
2019-06-10,/blog/learn-to-code-working/,7
2019-06-10,/courses/professional-software-development/apply/,7
2019-06-11,/admissions-track/,7
2019-06-11,/courses/professional-software-development/apply/,7
2019-06-11,/courses/professional-software-development/curriculum/,7
2019-06-12,/about-us/,7
2019-06-12,/admissions-track/,7
2019-06-12,/blog/hire-developers-online-tests/,7
2019-06-12,/courses/professional-software-development/apply/course_application_2,7
2019-06-13,/blog/new-career-in-tech-autumn/,7
2019-06-13,/blog/new-funding-opens-up-careers-in-coding/,7
2019-06-16,/admissions-track/,7
2019-06-16,/courses/professional-software-development/curriculum/,7
2019-06-16,/courses/r-programming/,7
2019-06-16,/courses/ux-design-fundamentals/,7
2019-06-17,/courses/r-programming/,7
2019-06-17,/courses/ux-design-fundamentals/,7
2019-06-17,/enquire/,7
2019-06-17,/for-employers/,7
2019-06-18,/blog/congratulations-cohort-e29-graduates/?fbclid=IwAR2aV2GeMa8cZPoSnfA23iUPhGJEIRrd6oihzduvHi0cPudgr74yX4RBSRI,7
2019-06-18,/courses/browse-all-course-dates/,7
2019-06-19,/about-us/,7
2019-06-19,/about-us/our-team/,7
2019-06-19,/blog/hire-developers-online-tests/,7
2019-06-19,/blog/hiring-developers-for-the-future/,7
2019-06-19,/courses/ux-design-fundamentals/,7
2019-06-19,/events/edinburgh/,7
2019-06-19,/pre-course-work-data-analysis/,7
2019-06-20,/about-us/our-team/,7
2019-06-20,/blog/7-celebrities-didnt-know-code/,7
2019-06-20,/courses/browse-all-course-dates/,7
2019-06-21,/data-analysis-announcement/,7
2019-06-21,/events/other-events/,7
2019-06-22,/blog/no-tech-background-no-problem-8-career-changers-from-different-backgrounds/,7
2019-06-22,/courses/professional-software-development/application-and-dates/,7
2019-06-22,/events/info-taster-session-events/,7
2019-06-23,/courses/professional-software-development/apply/,7
2019-06-24,/blog/hire-developers-online-tests/,7
2019-06-24,/courses/full-stack-web-development/cost-and-funding/,7
2019-06-25,/about-us/,7
2019-06-26,/courses/ux-design-fundamentals/,7
2019-06-27,/courses/r-programming/,7
2019-06-27,/enquire/,7
2019-06-27,/inverness/,7
2019-06-28,/admissions-track/,7
2019-06-28,/blog/codebar-edinburgh-second-anniversary/,7
2019-06-28,/courses/professional-software-development/apply/,7
2019-06-29,/pre-course-work/,7
2019-07-01,/blog/learn-to-code-working/,7
2019-07-01,/courses/full-stack-web-development/cost-and-funding/,7
2019-07-01,/courses/intro-to-r/,7
2019-07-01,/courses/r-programming/,7
2019-07-01,/enquire/,7
2019-07-02,/courses/r-programming/,7
2019-07-03,/courses/browse-all-course-dates/,7
2019-07-03,/courses/professional-software-development/apply/,7
2019-07-03,/events/info-taster-session-events/,7
2019-07-04,/courses/r-programming/,7
2019-07-04,/highlands-academy/,7
2019-07-05,/about-us/,7
2019-07-06,/blog/best-podcasts-coders-programmers/,7
2019-07-07,/admissions-track/,7
2019-07-07,/courses/professional-software-development/cost-and-funding/,7
2019-07-08,/about-us/,7
2019-07-08,/blog/hire-developers-online-tests/,7
2019-07-08,/courses/professional-software-development/apply/,7
2019-07-08,/courses/professional-software-development/curriculum/,7
2019-07-08,/courses/r-programming/,7
2019-07-08,/events/other-events/,7
2019-07-09,/blog/hiring-developers-for-the-future/,7
2019-07-09,/courses/professional-software-development/apply/,7
2019-07-10,/courses/full-stack-web-development/,7
2019-07-12,/blog/best-podcasts-coders-programmers/,7
2019-07-12,/courses/browse-all-course-dates/,7
2019-07-12,/courses/full-stack-web-development/,7
2019-07-12,/events/info-taster-session-events/,7
2019-07-14,/blog/best-podcasts-coders-programmers/,7
2019-07-14,/data-analysis-announcement/,7
2019-07-15,/courses/ux-design-fundamentals/,7
2019-07-16,/blog/learn-to-code-working/,7
2019-07-16,/blog/welcome-codeclan-g14/,7
2019-07-16,/courses/ux-design-fundamentals/,7
2019-07-17,/about-us/,7
2019-07-17,/about-us/join-us/marketing-sales-assistant/,7
2019-07-17,/blog/partner-of-the-month-inoapps/,7
2019-07-17,/courses/professional-software-development/curriculum/,7
2019-07-17,/courses/understanding-programming/,7
2019-07-17,/courses/ux-design-fundamentals/,7
2019-07-18,/about-us/our-team/,7
2019-07-18,/admissions-track-data/,7
2019-07-19,/blog/welcome-codeclan-g14/,7
2019-07-20,/about-us/,7
2019-07-20,/enquire/,7
2019-07-21,/data-analysis-announcement/,7
2019-07-22,/blog/hire-developers-online-tests/,7
2019-07-22,/courses/professional-software-development/curriculum/,7
2019-07-22,/events/glasgow/,7
2019-07-22,/events/inverness-events/,7
2019-07-23,/courses/browse-all-course-dates/,7
2019-07-23,/courses/r-programming/,7
2019-07-24,/admissions-track/,7
2019-07-24,/courses/agile-for-effective-teams/,7
2019-07-24,/enquire/,7
2019-07-24,/events/info-taster-session-events/,7
2019-07-25,/about-us/our-team/,7
2019-07-25,/inverness/,7
2019-07-26,/about-us/our-team/,7
2019-07-26,/data-analysis-announcement/,7
2019-07-27,/courses/,7
2019-07-27,/courses/professional-software-development/cost-and-funding/,7
2019-07-27,/data-analysis-announcement/,7
2019-07-28,/courses/,7
2019-07-28,/courses/professional-software-development/cost-and-funding/,7
2019-07-29,/about-us/our-team/,7
2019-07-29,/events/glasgow/,7
2019-07-29,/events/info-taster-session-events/,7
2019-07-30,/blog/hire-developers-online-tests/,7
2019-07-30,/courses/professional-software-development/apply/,7
2019-07-30,/pre-course-work/,7
2019-07-31,/about-us/join-us/,7
2019-07-31,/about-us/our-team/,7
2019-07-31,/blog/7-celebrities-didnt-know-code/,7
2019-07-31,/events/info-taster-session-events/,7
2019-08-01,/blog/congratulations-cohort-e29-graduates/,7
2019-08-01,/courses/full-stack-web-development/,7
2019-08-01,/data-analysis-announcement/,7
2019-08-02,/edinburgh/,7
2019-08-02,/glasgow/,7
2019-08-03,/courses/,7
2019-08-03,/courses/glasgow/,7
2019-08-03,/edinburgh/,7
2019-08-04,/blog/learn-to-code-working/,7
2019-08-04,/courses/edinburgh/,7
2019-08-04,/courses/full-stack-web-development/,7
2019-08-05,/events/info-taster-session-events/,7
2019-08-06,/courses/professional-software-development/curriculum/,7
2019-08-06,/edinburgh/,7
2019-08-07,/blog/hire-developers-online-tests/,7
2019-08-08,/about-us/,7
2019-08-09,/courses/ux-design-fundamentals/,7
2019-08-09,/digital-careers/software-developer/,7
2019-08-10,/blog/best-podcasts-coders-programmers/,7
2019-08-11,/courses/glasgow/,7
2019-08-11,/courses/professional-software-development/curriculum/,7
2019-08-11,/data-analysis-announcement/,7
2019-08-12,/about-us/our-team/,7
2019-08-12,/courses/ux-design-fundamentals/,7
2019-08-13,/digital-careers/,7
2019-08-13,/for-employers/,7
2019-08-14,/about-us/our-team/,7
2019-08-14,/courses/ux-design-fundamentals/,7
2019-08-14,/events/glasgow/,7
2019-08-15,/about-us/join-us/social-media-and-digital-marketing-specialist/,7
2019-08-16,/digital-careers/product-owner/,7
2019-08-18,/courses/browse-all-course-dates/,7
2019-08-18,/courses/professional-software-development/curriculum/,7
2019-08-19,/courses/full-stack-web-development/,7
2019-08-20,/about-us/join-us/,7
2019-08-21,/courses/professional-software-development/curriculum/,7
2019-08-22,/courses/professional-software-development/curriculum/,7
2019-08-22,/courses/ux-design-fundamentals/,7
2019-08-22,/enquire/,7
2019-08-22,/for-employers/,7
2019-08-23,/admissions-track/,7
2019-08-23,/events/info-taster-session-events/,7
2019-08-25,/courses/full-stack-web-development/,7
2019-08-25,/edinburgh/,7
2019-08-26,/about-us/join-us/,7
2019-08-26,/the-codeclan-experience/a-typical-day/,7
2019-08-27,/about-us/our-team/,7
2019-08-27,/blog/7-celebrities-didnt-know-code/,7
2019-08-27,/courses/understanding-programming/,7
2019-08-28,/about-us/join-us/,7
2019-08-28,/blog/7-celebrities-didnt-know-code/,7
2019-08-28,/data-analysis-announcement/cost-and-funding/,7
2019-08-28,/digital-careers/,7
2019-08-28,/enquire/,7
2019-08-29,/blog/7-celebrities-didnt-know-code/,7
2019-08-29,/courses/professional-software-development/curriculum/,7
2019-08-29,/courses/understanding-programming/,7
2019-08-30,/courses/r-programming/,7
2019-08-31,/blog/data-analysis-course-glasgow-launch/,7
2019-08-31,/courses/inverness/,7
2019-08-31,/courses/professional-software-development/cost-and-funding/,7
2019-08-31,/courses/professional-software-development/curriculum/,7
2019-09-01,/about-us/,7
2019-09-02,/about-us/,7
2019-09-02,/courses/agile-for-effective-teams/,7
2019-09-02,/inverness/,7
2019-09-04,/blog/learn-to-code-working/,7
2019-09-04,/courses/full-stack-web-development/,7
2019-09-04,/courses/professional-software-development/apply/,7
2019-09-04,/courses/professional-software-development/curriculum/,7
2019-09-04,/courses/r-programming/,7
2019-09-05,/blog/7-celebrities-didnt-know-code/,7
2019-09-05,/courses/full-stack-web-development/,7
2019-09-05,/digital-careers/,7
2019-09-06,/events/glasgow/,7
2019-09-07,/admissions-track/,7
2019-09-08,/events/info-taster-session-events/,7
2019-09-08,/glasgow/,7
2019-09-09,/courses/edinburgh/,7
2019-09-09,/courses/r-programming/,7
2019-09-09,/courses/understanding-programming/,7
2019-09-09,/enquire/,7
2019-09-10,/courses/full-stack-web-development/,7
2019-09-10,/courses/professional-software-development/application-and-dates/,7
2019-09-10,/courses/understanding-programming/,7
2019-09-11,/blog/7-celebrities-didnt-know-code/,7
2019-09-11,/courses/full-stack-web-development/,7
2019-09-12,/about-us/join-us/,7
2019-09-12,/blog/hire-developers-online-tests/,7
2019-09-12,/for-employers/,7
2019-09-13,/about-us/,7
2019-09-13,/blog/learn-to-code-working/,7
2019-09-13,/courses/full-stack-web-development/,7
2019-09-13,/glasgow/,7
2019-09-15,/about-us/,7
2019-09-15,/courses/r-programming/,7
2019-09-16,/courses/ux-design-fundamentals/,7
2019-09-16,/edinburgh/,7
2019-09-17,/about-us/join-us/,7
2019-09-17,/blog/hire-developers-online-tests/,7
2019-09-17,/courses/intro-to-r/,7
2019-09-17,/enquire/,7
2019-09-17,/highlands-academy/,7
2019-09-18,/blog/hire-developers-online-tests/,7
2019-09-18,/courses/full-stack-web-development/,7
2019-09-18,/courses/intro-to-r/,7
2019-09-18,/Edinburgh/,7
2019-09-18,/events/info-taster-session-events/,7
2019-09-19,/courses/intro-to-r/,7
2019-09-19,/courses/professional-software-development/apply/,7
2019-09-19,/courses/programming-with-r/,7
2019-09-22,/courses/full-stack-web-development/,7
2019-09-22,/pre-course-work-data-analysis/,7
2019-09-23,/edinburgh/,7
2019-09-23,/enquire/,7
2019-09-25,/about-us/our-team/,7
2019-09-25,/admissions-track/,7
2019-09-25,/courses/full-stack-web-development/,7
2019-09-25,/events/info-taster-session-events/,7
2019-09-26,/courses/agile-for-effective-teams/,7
2019-09-29,/about-us/join-us/,7
2019-09-29,/courses/browse-all-course-dates/,7
2019-09-29,/digital-careers/,7
2019-09-30,/courses/browse-all-course-dates/,7
2019-09-30,/edinburgh/,7
2019-10-01,/courses/full-stack-web-development/,7
2019-10-01,/inverness/,7
2019-10-02,/courses/intro-to-r/,7
2019-10-04,/about-us/join-us/,7
2019-10-04,/courses/professional-software-development/cost-and-funding/,7
2019-10-05,/courses/professional-software-development/cost-and-funding/,7
2019-10-06,/pre-course-work/,7
2019-10-07,/about-us/,7
2019-10-08,/about-us/,7
2019-10-08,/about-us/join-us/,7
2019-10-08,/about-us/our-team/,7
2019-10-08,/courses/browse-all-course-dates/,7
2019-10-08,/courses/intro-to-r/,7
2019-10-08,/courses/ux-design-fundamentals/,7
2019-10-08,/for-employers/,7
2019-01-02,/about-us/our-team/,6
2019-01-02,/events/info-taster-session-events/,6
2019-01-03,/courses/professional-software-development/curriculum/,6
2019-01-03,/courses/r-programming/,6
2019-01-05,/blog/best-podcasts-coders-programmers/,6
2019-01-06,/courses/,6
2019-01-06,/highlands-academy/,6
2019-01-07,/blog/learn-to-code-working/,6
2019-01-07,/courses/professional-software-development/cost-and-funding/,6
2019-01-08,/about-us/our-team/,6
2019-01-08,/for-employers/,6
2019-01-09,/about-us/our-team/,6
2019-01-09,/blog/hire-developers-online-tests/,6
2019-01-09,/courses/professional-software-development/application-and-dates/,6
2019-01-09,/courses/professional-software-development/apply/,6
2019-01-09,/courses/r-programming/,6
2019-01-09,/courses/ux-design-fundamentals/,6
2019-01-09,/the-codeclan-experience/a-typical-day/,6
2019-01-10,/about-us/join-us/careers-service-assistant/,6
2019-01-10,/blog/hire-developers-online-tests/,6
2019-01-10,/courses/professional-software-development/application-and-dates/,6
2019-01-10,/the-codeclan-experience/a-typical-day/,6
2019-01-12,/courses/professional-software-development/curriculum/,6
2019-01-13,/courses/professional-software-development/apply/,6
2019-01-14,/blog/learn-to-code-working/,6
2019-01-15,/blog/learn-to-code-working/,6
2019-01-15,/courses/r-programming/,6
2019-01-16,/blog/hire-developers-online-tests/,6
2019-01-16,/courses/r-programming/,6
2019-01-16,/courses/ux-design-fundamentals/,6
2019-01-17,/blog/codeclan-ceo-melinda-matthews/,6
2019-01-17,/courses/professional-software-development/cost-and-funding/,6
2019-01-17,/courses/r-programming/,6
2019-01-18,/courses/understanding-programming/,6
2019-01-18,/courses/ux-design-fundamentals/,6
2019-01-19,/blog/digital-development-loan/,6
2019-01-19,/pre-course-work/,6
2019-01-20,/about-us/join-us/events-manager/,6
2019-01-20,/blog/7-celebrities-didnt-know-code/,6
2019-01-20,/courses/browse-all-course-dates/,6
2019-01-21,/courses/browse-all-course-dates/,6
2019-01-23,/about-us/our-team/,6
2019-01-23,/courses/professional-software-development/application-and-dates/,6
2019-01-24,/admissions-track/,6
2019-01-24,/blog/hire-developers-online-tests/,6
2019-01-24,/courses/professional-software-development/curriculum/,6
2019-01-25,/blog/hire-developers-online-tests/,6
2019-01-27,/admissions-track/,6
2019-01-27,/blog/best-podcasts-coders-programmers/,6
2019-01-27,/courses/professional-software-development/curriculum/,6
2019-01-28,/courses/browse-all-course-dates/,6
2019-01-28,/courses/professional-software-development/cost-and-funding/,6
2019-01-28,/courses/r-programming/,6
2019-01-28,/for-employers/hire-with-codeclan/,6
2019-01-28,/highlands-academy/,6
2019-01-28,/pre-course-work/,6
2019-01-30,/about-us/our-team/,6
2019-01-30,/courses/professional-software-development/apply/,6
2019-01-31,/courses/professional-software-development/curriculum/,6
2019-02-01,/about-us/join-us/,6
2019-02-01,/the-codeclan-experience/the-alumni/,6
2019-02-02,/courses/professional-software-development/apply/,6
2019-02-02,/pre-course-work/,6
2019-02-03,/courses/understanding-programming/,6
2019-02-04,/courses/professional-software-development/application-and-dates/,6
2019-02-04,/courses/professional-software-development/cost-and-funding/,6
2019-02-04,/courses/understanding-programming/,6
2019-02-06,/courses/understanding-programming/,6
2019-02-07,/admissions-track/,6
2019-02-07,/courses/professional-software-development/curriculum/,6
2019-02-08,/about-us/our-team/,6
2019-02-08,/courses/professional-software-development/curriculum/,6
2019-02-10,/blog/learn-to-code-working/,6
2019-02-10,/courses/r-programming/,6
2019-02-11,/courses/professional-software-development/apply/,6
2019-02-11,/courses/professional-software-development/cost-and-funding/,6
2019-02-11,/courses/r-programming/,6
2019-02-11,/courses/ux-design-fundamentals/,6
2019-02-11,/events/info-taster-session-events/,6
2019-02-12,/about-us/join-us/highlands-centre-coordinator/,6
2019-02-13,/courses/browse-all-course-dates/,6
2019-02-13,/events/info-taster-session-events/,6
2019-02-14,/events/info-taster-session-events/,6
2019-02-16,/blog/7-celebrities-didnt-know-code/,6
2019-02-16,/courses/professional-software-development/cost-and-funding/,6
2019-02-17,/for-employers/,6
2019-02-18,/courses/full-stack-web-development/,6
2019-02-18,/courses/professional-software-development/apply/,6
2019-02-18,/courses/understanding-programming/,6
2019-02-18,/enquire/,6
2019-02-19,/admissions-track/,6
2019-02-19,/blog/learn-to-code-working/,6
2019-02-20,/about-us/our-team/,6
2019-02-20,/courses/bespoke-courses/,6
2019-02-20,/courses/browse-all-course-dates/,6
2019-02-20,/highlands-academy/,6
2019-02-21,/blog/7-celebrities-didnt-know-code/,6
2019-02-22,/blog/learn-to-code-working/,6
2019-02-23,/courses/full-stack-web-development/,6
2019-02-23,/courses/professional-software-development/apply/,6
2019-02-23,/courses/professional-software-development/cost-and-funding/,6
2019-02-23,/courses/professional-software-development/curriculum/,6
2019-02-24,/blog/claires-coding-journey-from-hobby-to-career/,6
2019-02-24,/courses/professional-software-development/cost-and-funding/,6
2019-02-24,/courses/professional-software-development/curriculum/,6
2019-02-25,/about-us/,6
2019-02-25,/about-us/our-team/,6
2019-02-25,/courses/ux-design-fundamentals/,6
2019-02-25,/highlands-academy/,6
2019-02-26,/about-us/our-team/,6
2019-02-26,/blog/hire-developers-online-tests/,6
2019-02-26,/courses/understanding-programming/,6
2019-02-27,/courses/professional-software-development/curriculum/,6
2019-02-27,/for-employers/,6
2019-02-28,/admissions-track/,6
2019-02-28,/blog/meet-our-graduates-daniel-at-dog/,6
2019-02-28,/courses/ux-design-fundamentals/,6
2019-03-01,/about-us/,6
2019-03-01,/admissions-track/,6
2019-03-01,/blog/good-news-for-the-next-gen-of-digital-as-grants-awarded-by-digital-xtra-fund/,6
2019-03-01,/events/other-events/,6
2019-03-02,/blog/meet-ally-software-development-instructor-at-codeclan/,6
2019-03-02,/courses/professional-software-development/cost-and-funding/,6
2019-03-03,/courses/bespoke-courses/,6
2019-03-03,/courses/professional-software-development/apply/,6
2019-03-04,/about-us/our-team/,6
2019-03-04,/courses/understanding-programming/,6
2019-03-04,/the-codeclan-experience/the-alumni/,6
2019-03-05,/courses/professional-software-development/cost-and-funding/,6
2019-03-06,/about-us/our-team/,6
2019-03-06,/blog/7-celebrities-didnt-know-code/,6
2019-03-06,/courses/intro-to-r/,6
2019-03-06,/courses/professional-software-development/cost-and-funding/,6
2019-03-07,/blog/hire-developers-online-tests/,6
2019-03-07,/courses/browse-all-course-dates/,6
2019-03-07,/courses/intro-to-r/,6
2019-03-07,/courses/professional-software-development/curriculum/,6
2019-03-07,/events/info-taster-session-events/,6
2019-03-09,/blog/best-podcasts-coders-programmers/,6
2019-03-10,/courses/,6
2019-03-11,/blog/whats-on-at-codeclan-this-march/,6
2019-03-11,/courses/browse-all-course-dates/,6
2019-03-12,/about-us/,6
2019-03-12,/courses/understanding-programming/,6
2019-03-12,/events/info-taster-session-events/,6
2019-03-13,/courses/browse-all-course-dates/,6
2019-03-14,/admissions-track/,6
2019-03-14,/courses/browse-all-course-dates/,6
2019-03-14,/courses/professional-software-development/apply/,6
2019-03-14,/the-codeclan-experience/a-typical-day/,6
2019-03-15,/blog/codeclan-launches-new-data-analysis-course/,6
2019-03-15,/blog/learn-to-code-working/,6
2019-03-15,/courses/professional-software-development/apply/,6
2019-03-15,/courses/understanding-programming/,6
2019-03-15,/pre-course-work-sw/,6
2019-03-16,/events/info-taster-session-events/,6
2019-03-17,/blog/7-celebrities-didnt-know-code/,6
2019-03-18,/admissions-track/,6
2019-03-18,/courses/professional-software-development/curriculum/,6
2019-03-19,/blog/learn-to-code-working/,6
2019-03-20,/codeclan-store/ultra-thick-navy-blue-hoodie/,6
2019-03-20,/courses/browse-all-course-dates/,6
2019-03-20,/courses/intro-to-r/,6
2019-03-20,/events/info-taster-session-events/,6
2019-03-20,/pre-course-work/,6
2019-03-20,/tech-boom/,6
2019-03-21,/courses/professional-software-development/cost-and-funding/,6
2019-03-21,/courses/professional-software-development/curriculum/,6
2019-03-21,/courses/r-programming/,6
2019-03-21,/pre-course-work-sw/,6
2019-03-22,/admissions-track/,6
2019-03-22,/courses/understanding-programming/,6
2019-03-22,/for-employers/,6
2019-03-23,/about-us/our-team/,6
2019-03-23,/blog/best-podcasts-coders-programmers/,6
2019-03-25,/about-us/,6
2019-03-25,/enquire/,6
2019-03-26,/pre-course-work-sw/,6
2019-03-27,/about-us/,6
2019-03-27,/admissions-track/,6
2019-03-27,/blog/7-celebrities-didnt-know-code/,6
2019-03-27,/courses/browse-all-course-dates/,6
2019-03-27,/courses/professional-software-development/curriculum/,6
2019-03-28,/blog/hire-developers-online-tests/,6
2019-03-28,/courses/full-stack-web-development/,6
2019-03-28,/courses/ux-design-fundamentals/,6
2019-03-29,/admissions-track/,6
2019-03-30,/tech-boom/,6
2019-03-31,/blog/7-celebrities-didnt-know-code/,6
2019-03-31,/courses/professional-software-development/curriculum/,6
2019-03-31,/pre-course-work-sw/,6
2019-04-01,/admissions-track/,6
2019-04-01,/blog/learn-to-code-working/,6
2019-04-02,/courses/professional-software-development/application-and-dates/,6
2019-04-02,/courses/professional-software-development/apply/,6
2019-04-02,/courses/programming-with-r/,6
2019-04-03,/courses/r-programming/,6
2019-04-03,/for-employers/,6
2019-04-04,/courses/full-stack-web-development/,6
2019-04-04,/courses/professional-software-development/curriculum/,6
2019-04-04,/courses/visualisation-r/,6
2019-04-04,/tech-boom/,6
2019-04-04,/the-codeclan-experience/a-typical-day/,6
2019-04-05,/blog/7-celebrities-didnt-know-code/,6
2019-04-05,/blog/learn-to-code-working/,6
2019-04-05,/courses/browse-all-course-dates/,6
2019-04-06,/blog/7-celebrities-didnt-know-code/,6
2019-04-06,/courses/understanding-programming/,6
2019-04-07,/about-us/our-team/,6
2019-04-07,/blog/stress-awareness-month/,6
2019-04-07,/courses/full-stack-web-development/,6
2019-04-07,/courses/r-programming/,6
2019-04-08,/courses/professional-software-development/apply/,6
2019-04-09,/blog/learn-to-code-working/,6
2019-04-09,/data-analysis-announcement/apply-for-data-analysis/,6
2019-04-09,/events/info-taster-session-events/,6
2019-04-10,/about-us/our-team/our-board/,6
2019-04-10,/for-employers/,6
2019-04-11,/about-us/,6
2019-04-11,/about-us/our-team/,6
2019-04-14,/courses/ux-design-fundamentals/,6
2019-04-15,/courses/professional-software-development/cost-and-funding/,6
2019-04-16,/about-us/our-team/,6
2019-04-17,/about-us/,6
2019-04-17,/courses/professional-software-development/curriculum/,6
2019-04-18,/about-us/our-team/,6
2019-04-18,/blog/hire-developers-online-tests/,6
2019-04-18,/for-employers/,6
2019-04-18,/the-codeclan-experience/a-typical-day/,6
2019-04-19,/about-us/,6
2019-04-19,/courses/full-stack-web-development/,6
2019-04-21,/blog/codeclan-glasgow-clockwise/,6
2019-04-21,/courses/,6
2019-04-21,/data-analysis-announcement/,6
2019-04-22,/about-us/,6
2019-04-22,/blog/learn-to-code-working/,6
2019-04-23,/courses/professional-software-development/cost-and-funding/,6
2019-04-24,/the-codeclan-experience/a-typical-day/,6
2019-04-25,/courses/professional-software-development/cost-and-funding/,6
2019-04-25,/courses/professional-software-development/curriculum/,6
2019-04-25,/for-employers/client-xperience/,6
2019-04-26,/about-us/,6
2019-04-26,/admissions-track/,6
2019-04-26,/blog/best-podcasts-coders-programmers/,6
2019-04-26,/courses/professional-software-development/curriculum/,6
2019-04-27,/courses/professional-software-development/curriculum/,6
2019-04-29,/blog/hire-developers-online-tests/,6
2019-04-29,/events/info-taster-session-events/,6
