date,pagePath,exits
2019-06-24,/for-employers/become-a-partner/,1
2019-06-24,/for-employers/community-outreach/,1
2019-06-24,/for-employers/upskill-your-staff/,1
2019-06-24,/glasgow/?fbclid=IwAR2-VaLsiDIvvtuZU4oQ5bFk97m4dRWJcH9eLf_dz2wyaXl_EY7KF24uBL4,1
2019-06-24,/highlands-academy/,1
2019-06-24,/inverness/?fbclid=IwAR2c0_s8EBYydb2ndJOPaueWF65rynt1TjVF-RUAORV9ZDBjhAYO3-azkeU,1
2019-06-24,/inverness/?fbclid=IwAR3NWJYbPdlTSzPpJsSC6XPXceSWObLUmcHmfJxeOxwtW4rynNDxZNE_0fQ,1
2019-06-24,/nikos,1
2019-06-24,/the-codeclan-experience/the-alumni/,1
2019-06-25,/about-us/become-an-instructor/,1
2019-06-25,/about-us/become-an-instructor/part-time-teaching/,1
2019-06-25,/admissions-track/?fbclid=IwAR0FsJeW0fiLGzZ0HSnGifLewhEoanWhXQTI5xxmVrjP6JUtw6ttNI84YF0,1
2019-06-25,/blog/500-graduates-in-employment/,1
2019-06-25,/blog/an-app-to-put-charity-shops-on-the-map/,1
2019-06-25,/blog/author/laura-sutherland/,1
2019-06-25,/blog/built-after-five-weeks-learning-code/,1
2019-06-25,/blog/category/careers-in-tech/,1
2019-06-25,/blog/category/learning-to-code/,1
2019-06-25,/blog/codebar-edinburgh-glasgow-coding/,1
2019-06-25,/blog/codeclan-ceo-melinda-matthews/,1
2019-06-25,/blog/codeclan-glasgow-employer-partners/,1
2019-06-25,/blog/codeclan-students-changed-career/,1
2019-06-25,/blog/congratulations-cohort-e29-graduates/,1
2019-06-25,/blog/congratulations-cohort-e29-graduates/?fbclid=IwAR0iHPNLUF4IJFn5Oqqswm3jZieV7qlj4qF18uoio_m9D5D-dPsAGo13L1M,1
2019-06-25,/blog/graduate-kate-developer-cultivate/,1
2019-06-25,/blog/happy-pride-month/,1
2019-06-25,/blog/meet-wojtek-ux-veteran-and-codeclan-instructor/,1
2019-06-25,/blog/no-tech-background-no-problem-8-career-changers-from-different-backgrounds/,1
2019-06-25,/blog/no-tech-background-no-problem-8-career-changers-from-different-backgrounds/?mc_cid=93a9092e93&mc_eid=ef023fed81,1
2019-06-25,/blog/why-learn-coding/,1
2019-06-25,/courses/?mc_cid=d1ffa9af36&mc_eid=6ad9965ba7,1
2019-06-25,/courses/bespoke-courses/,1
2019-06-25,/courses/full-stack-web-development/apply-inverness/course_application_hie_2,1
2019-06-25,/courses/professional-software-development/apply/course_application_2,1
2019-06-25,/courses/statistical-modelling/,1
2019-06-25,/data-analysis-announcement/apply-for-data-analysis/data_analysis_application_2,1
2019-06-25,/data-protection/,1
2019-06-25,/digital-careers/product-owner/,1
2019-06-25,/digital-careers/software-developer/,1
2019-06-25,/events/edinburgh/,1
2019-06-25,/events/info-taster-session-events/?fbclid=IwAR05bbemWQtT9xspq46V5YG5QmVzR5VdVrStYpCNq_aQOT0KA6rYgETgjys,1
2019-06-25,/events/info-taster-session-events/?fbclid=IwAR1aWGqHHLwzpTZDjBYO-aEmvRUoAUNDVp8OSl7i0IQ3jucLXlcb4dy2XsE,1
2019-06-25,/for-employers/client-xperience/,1
2019-06-25,/for-employers/hire-with-codeclan/,1
2019-06-25,/for-employers/sponsorships/,1
2019-06-25,/glasgow/?fbclid=IwAR2D0D9tdbQgyNrD57fiCTMOVl5GTF7WvVP6zGxV9XG6i2bdqBQuTgXz_fk,1
2019-06-25,/glasgow/?fbclid=IwAR3nDAKuCW84t3DrXCz3sqvEuirSbdS20sON2Ymr5KRKCq0xQZX1Fi6MjIM,1
2019-06-25,/the-codeclan-experience/a-typical-day/,1
2019-06-25,/the-codeclan-experience/the-alumni/,1
2019-06-26,/?fbclid=IwAR38OT7WJDjA0mkzpa0zRZx0krOOFVPWLwjtnX2yBWrF49LiAMu7XO8vf4k,1
2019-06-26,/about-us/become-a-data-instructor/,1
2019-06-26,/about-us/become-an-instructor/,1
2019-06-26,/blog/,1
2019-06-26,/blog/500-graduates-in-employment/,1
2019-06-26,/blog/9-common-misconceptions-coding/,1
2019-06-26,/blog/apply-immersive-programming-course/,1
2019-06-26,/blog/author/ken/,1
2019-06-26,/blog/career-change-into-digital/,1
2019-06-26,/blog/category/employers/,1
2019-06-26,/blog/codeclan-ceo-melinda-matthews/,1
2019-06-26,/blog/congratulations-cohort-e29-graduates/?fbclid=IwAR2aV2GeMa8cZPoSnfA23iUPhGJEIRrd6oihzduvHi0cPudgr74yX4RBSRI,1
2019-06-26,/blog/digital-development-loan/,1
2019-06-26,/blog/glasgow-coding-bootcamp-career/,1
2019-06-26,/blog/good-news-for-the-next-gen-of-digital-as-grants-awarded-by-digital-xtra-fund/,1
2019-06-26,/blog/graduate-kate-developer-cultivate/,1
2019-06-26,/blog/hire-a-developer-technical-interviews/,1
2019-06-26,/blog/hire-developer-screening-candidates/,1
2019-06-26,/blog/meet-ally-software-development-instructor-at-codeclan/,1
2019-06-26,/blog/meet-our-partners-wallet-services/,1
2019-06-26,/blog/meet-wojtek-ux-veteran-and-codeclan-instructor/,1
2019-06-26,/blog/national-coding-week-2018/,1
2019-06-26,/blog/new-career-in-tech-autumn/,1
2019-06-26,/blog/new-funding-opens-up-careers-in-coding/,1
2019-06-26,/blog/no-tech-background-no-problem-8-career-changers-from-different-backgrounds/,1
2019-06-26,/blog/no-tech-background-no-problem-8-career-changers-from-different-backgrounds/?mc_cid=93a9092e93&mc_eid=e7ac6db3f7,1
2019-06-26,/blog/top-networking-events-scotland/,1
2019-06-26,/blog/why-learn-coding/coding-guide-download/,1
2019-06-26,/campuses/,1
2019-06-26,/courses/bespoke-courses/,1
2019-06-26,/courses/data-carpentry/,1
2019-06-26,/courses/edaid-apply/?mc_cid=fd09f18f12&mc_eid=f6a7bc3f28,1
2019-06-26,/courses/full-stack-web-development/cost-and-funding/,1
2019-06-26,/courses/professional-software-development/cost-and-funding/?mc_cid=93a9092e93&mc_eid=e455d28f3d,1
2019-06-26,/courses/visualisation-r/,1
2019-06-26,/data-analysis-announcement/cost-and-funding/,1
2019-06-26,/data-analysis-announcement/data-course-application-process/,1
2019-06-26,/digital-careers/data-scientist/,1
2019-06-26,/events/info-taster-session-events/?fbclid=IwAR1twgbHXey0E1RRSWS8WnGUNgmmG3xOE5ef2IpssXE5SKLUK8_3kzqYNq0,1
2019-06-26,/events/inverness-events/?fbclid=IwAR127b9clsPLol9io_PekfqfihWEKJ1_PtxDHLILEEXhFsxpUQb5qmVZB5M,1
2019-06-26,/events/inverness-events/?fbclid=IwAR2wCPtLtgvwcpjl-HhkIf45MSD6qUvGZ7S8fxVG3ZH3nXl1w0XeiVthNqg,1
2019-06-26,/events/inverness-events/?fbclid=IwAR2wRXfY68HOqEr3ljt71PJuMpo8S9qb0bGRRoVM9bi8-1aewC8p9fMPAOg,1
2019-06-26,/events/inverness-events/?fbclid=IwAR3P88nP2CjHPwr75LWMQ0uyHwptpT2DbtRfsbj8wvlzlBGvPFIuKNZ0cNo,1
2019-06-26,/events/other-events/,1
2019-06-26,/for-employers/hire-with-codeclan/,1
2019-06-26,/for-employers/sponsorships/,1
2019-06-26,/for-employers/upskill-your-staff/,1
2019-06-26,/glasgow/?fbclid=IwAR1WBbZtTrfY0UEsiki7AvHchfmVvnHBT9DAlRzaHODXaJrYNcaVv1ZIOaM,1
2019-06-26,/glasgow/?fbclid=IwAR25L7YqT7gCHMKa28WOb-uqji_NsibUMhCCyObXjDHtDpxJVIvLC6e4bHU,1
2019-06-26,/glasgow/?fbclid=IwAR2GxM-JSQAC9WONOr2niKv3I8wyKmenZx7hNf2v4K37y-TWPysPUQARCQ0,1
2019-06-26,/inverness/?fbclid=IwAR0svktrpielwx8SUtXon5ezDJN_1GCDmlVOA4RbdP4WRPYyPknsKccRbOo,1
2019-06-26,/inverness/?fbclid=IwAR1A-YrtKVbxqXCjUr--WdF4rOGRtvO1yNrJ7FN27HX_lV5v4K3vedRj40A,1
2019-06-26,/inverness/?fbclid=IwAR3MHyMmpxmrnb2eTRI86ZJeg9xCUHKI6eYiBvGTB-savgvkmHcbuApy5tM,1
2019-06-26,/nikos,1
2019-06-26,/the-codeclan-experience/,1
2019-06-26,/the-codeclan-experience/the-alumni/,1
2019-06-27,/about-us/our-team/our-board/,1
2019-06-27,/admissions-track-data/,1
2019-06-27,/blog/2018-our-year-in-review/,1
2019-06-27,/blog/battled-pokemon-project/,1
2019-06-27,/blog/career-change-into-digital/,1
2019-06-27,/blog/category/learning-to-code/,1
2019-06-27,/blog/category/whats-new/,1
2019-06-27,/blog/claires-coding-journey-from-hobby-to-career/,1
2019-06-27,/blog/codeclan-students-natasha-glasgow/,1
